,Unnamed: 0.3,Unnamed: 0,Video,Timestamp,Transcript at Timestamp,Score,category 1 of text,"category 2 of text (subcategory, if applicable)",emotion of comedian at timestamp,action of comedian at timestamp,gesticulating,buildup vs punchline,link,Unnamed: 0.1,Unnamed: 0.2,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
613,613,613,,0:30,"""the hand?""",1,one man conversation,imitation,serious,miming,Yes,buildup,,613,14,0.942915213,1.330784227,-0.693223191,-0.880365604,1.773857415,-2.005473756,0.79848656,-0.28326172,-0.172577382,-0.843859046,0.556702506,-0.195171312,-0.32881391
614,614,614,,0:32,"""that's gross Dad""",0,one man conversation,imitation,annoyed,miming,No,buildup,,614,15,0.796466123,0.993540312,-0.751977956,-0.64688478,1.375617273,-2.463196224,1.381924962,0.106290293,-0.262708078,0.037484637,0.277983545,-0.353001129,-0.491538978
615,615,615,,0:33,"I go ""that's not gross Frankie that's not gross",0,one man conversation,personal,amused,standing,No,buildup,,615,16,0.759883918,1.040700257,-0.721614008,-0.622659282,1.855799087,-2.224512868,1.046437955,0.012665937,-0.058677988,-0.622714608,0.409231837,-0.47154751,-0.402992728
616,616,616,,0:35,"baby, open your mouth""",1,one man conversation,personal,amused,miming,Yes,punchline,,616,17,0.983736056,1.668966205,-0.599250605,-1.214141621,1.358909508,-1.924511867,0.676884405,-0.459048245,0.008388441,-0.778592316,0.671519445,-0.369506662,-0.023352743
617,617,617,,0:38,[screams],1,one man conversation,imitation,angry,miming,Yes,punchline,,617,18,1.068723079,1.572473828,-0.728896482,-1.366132554,1.227919172,-1.995278081,0.71235442,-0.55851487,-0.006334584,-0.51540872,0.581167257,-0.190674271,0.198601807
618,618,618,,0:42,that's his weak spot and I go for it,1,personal,,normal,walking,Yes,buildup,,618,19,0.860104327,1.132078814,-0.714276303,-0.742894716,1.681796,-2.316137066,0.934398221,-0.043869476,-0.124141083,-0.700881669,0.487891938,-0.206938993,-0.247129994
619,619,619,,0:45,every single time,0,personal,,normal,walking,Yes,buildup,,619,20,0.658161194,0.525978111,-0.85230842,-0.359515278,1.942951197,-2.415630161,1.079387653,0.143437402,-0.10008808,-0.223826976,0.446133428,-0.316000517,-0.528679552
620,620,620,,0:46,one day I was ironing one of my shirts,0,personal,,normal,walking,Yes,buildup,,620,21,0.836768656,1.061412539,-0.587843252,-0.519052026,1.494689612,-2.338154488,1.321352937,0.002520576,-0.59025901,-0.412690698,0.523624847,-0.34940662,-0.442963074
621,621,621,,0:48,that I was gonna put on right I'm,0,personal,,normal,walking,Yes,buildup,,621,22,0.783280461,1.030090043,-0.820076078,-0.824797177,1.578520029,-2.114531538,1.356318447,-0.079246296,-0.329201316,-0.347391106,0.703650145,-0.446857443,-0.489758172
622,622,622,,0:49,ironing the shirt and I'm talking to him,0,personal,,normal,walking,Yes,buildup,,622,23,0.775844178,1.259033008,-0.677755603,-0.816080596,1.608952941,-2.104222783,1.324454261,-0.101413112,-0.316666173,-0.403429604,0.385138826,-0.638984316,-0.294871028
623,623,623,,0:51,about his grace as I'm talking to him,0,personal,,normal,walking,Yes,buildup,,623,24,0.826440293,0.829360447,-0.914063437,-0.594619684,2.027858352,-2.099842399,0.995929622,-0.013909393,0.081629873,-0.535512381,0.377711152,-0.558278912,-0.422703533
624,624,624,,0:52,about his grades there's a car driving,0,personal,,normal,walking,Yes,buildup,,624,25,0.735403309,1.098062344,-0.651491201,-0.501948414,2.011928118,-1.921006212,1.120539606,-0.378410841,-0.661133163,-0.895438339,0.379086495,-0.143297568,-0.192294134
625,625,625,,0:54,in front of the house and the stereo was,0,personal,,normal,walking,Yes,buildup,,625,26,0.781912967,0.9180421,-0.867007673,-0.624455351,2.046199912,-2.125319829,0.945994652,-0.361331663,-0.193970643,-0.386045713,0.516810283,-0.393389228,-0.257439813
626,626,626,,0:56,really loud and you could feel the bass,0,personal,,normal,walking,Yes,buildup,,626,27,0.669678221,0.915731311,-0.923514106,-0.807939681,1.642819407,-2.180586949,1.315211945,0.052162694,0.040266818,0.010666642,0.503248429,-0.620246512,-0.617498217
627,627,627,,0:58,[beatboxing],1,imitation,,normal,standing,No,buildup,,627,28,0.630747919,0.968788569,-0.812610632,-0.830449144,1.242106254,-2.680645543,0.402507889,0.251663723,0.953599074,-0.166598179,0.484800742,-0.011097566,-0.432813104
628,628,628,,1:00,so I started dancing oh yeah,1,personal,,amused,dancing,Yes,buildup,,628,29,0.897989069,1.339699795,-0.53518337,-0.932678166,1.322368825,-2.050212259,1.279335494,0.014133548,-0.312121406,-1.093489919,0.511667007,-0.196530544,-0.244978073
629,629,629,,1:03,Frankie starts laughing right and it,0,personal,,normal,walking,Yes,buildup,,629,30,0.917127437,1.151387799,-0.634096945,-0.758628454,1.400597933,-2.498864645,0.896290124,-0.124918518,-0.188029413,-0.296537669,0.720473229,-0.199448113,-0.385352765
630,630,630,,1:06,felt good I was making my son laugh but,0,personal,,normal,walking,Yes,buildup,,630,31,0.7303292,0.846621486,-0.920182968,-0.660884635,2.031855849,-1.97634362,1.178917171,-0.216108664,-0.385903431,-0.5658541,0.570280673,-0.294902961,-0.337824001
631,631,631,,1:08,then he starts pointing he starts,0,personal,,normal,walking,Yes,buildup,,631,32,0.753191845,0.83029798,-1.138393432,-0.962310062,1.815010256,-1.961173374,1.190910825,-0.057854148,0.087534875,-0.289380443,0.646430646,-0.330578292,-0.583686675
632,632,632,,1:09,pointing [laughs],1,one man conversation,imitation,laughing,miming,Yes,buildup,,632,33,0.768014613,0.904295492,-0.839284833,-0.661122303,1.649826687,-2.26090357,1.434296733,-0.068795297,-0.485782775,-0.219812904,0.333582509,-0.221675577,-0.332638776
633,633,633,,1:12,"""why are you why are you pointing""",1,one man conversation,personal,serious,standing,Yes,buildup,,633,34,0.843275497,1.253094212,-0.703495423,-0.898282817,1.496663703,-2.153486339,1.153386337,-0.020228695,-0.079719794,-0.489826332,0.626615597,-0.370316752,-0.657679193
634,634,634,,1:14,"""because you're fat your fat's going everywhere,",1,one man conversation,imitation,laughing,standing,Yes,buildup,,634,35,0.802842689,1.064765226,-0.503626774,-0.477606152,1.502448145,-2.467576188,1.153670859,0.126151079,-0.210495634,-0.270182589,0.467954152,-0.547013015,-0.641331799
635,635,635,,1:16,"""your fat's going everywhere""",1,one man conversation,imitation,laughing,standing,Yes,buildup,,635,36,0.867397101,1.145223998,-0.525006237,-0.531041297,1.533164141,-2.529820673,1.054568501,0.051372337,-0.137010585,-0.231272594,0.1940932,-0.498947971,-0.39271992
636,636,636,,1:18,"I go ""really my Fat's going everywhere well guess",1,one man conversation,personal,serious,standing,Yes,buildup,,636,37,0.721806881,0.874458037,-0.526525292,-0.170326586,1.842936136,-2.419148559,1.173951312,-0.017216807,-0.324670826,-0.133921136,0.114002898,-0.573936989,-0.561409069
637,637,637,,1:20,what this fat makes your mom horny,1,one man conversation,personal,serious,miming,Yes,punchline,,637,38,1.055980549,1.51410096,-0.656471653,-1.067858726,1.477363623,-2.085299277,0.800218372,-0.490318166,-0.214515284,-0.498220722,0.379388816,-0.379337588,0.164969096
638,638,638,,1:36,and he's like [screaming],1,one man conversation,imitation,angry,miming,Yes,punchline,,638,39,1.072908754,1.504879149,-0.594293447,-1.130471141,1.141617475,-2.318455668,0.775796708,-0.423637921,-0.155051239,-0.395699632,0.541894828,-0.106542978,0.087055111
639,639,639,,1:41,if I ask him to do something and he,1,personal,,normal,walking,Yes,buildup,,639,40,0.843876423,1.047397374,-0.823051803,-0.879147376,1.697832406,-2.150325285,1.150837928,0.000241484,-0.158477244,-0.625489798,0.531786529,-0.252594402,-0.382886235
640,640,640,,1:44,doesn't do it,0,personal,,normal,walking,Yes,buildup,,640,41,0.762305932,1.111374243,-0.909882408,-0.841110451,2.159654608,-1.628862179,0.928505887,-0.425629893,-0.177985179,-0.887858235,0.526464159,-0.321424377,-0.295552109
641,641,641,,1:45,like for example as parents you want,0,personal,,normal,walking,Yes,buildup,,641,42,0.903910764,1.075904251,-0.872808131,-0.732113259,1.890145232,-1.985629448,0.953837767,-0.296018082,-0.167542435,-0.522623278,0.666251175,-0.294458184,-0.618856373
642,642,642,,1:48,your kids to go to sleep by a certain,0,personal,,normal,walking,Yes,buildup,,642,43,0.719945517,0.626377195,-1.138039911,-0.74449993,2.118705136,-1.724650217,1.291959236,0.04215774,0.078219624,-0.427174978,0.389564007,-0.562961303,-0.669602117
643,643,643,,1:49,time because you need them to wake up in,0,personal,,normal,standing,Yes,buildup,,643,44,0.671318216,0.884763815,-1.155793081,-1.063177841,1.874567909,-1.825642729,1.137693729,-0.106914189,0.198711973,-0.24809701,0.692829176,-0.483014427,-0.577245542
644,644,644,,1:51,time to get ready for school Frankie's,0,personal,,normal,standing,Yes,buildup,,644,45,0.713991969,0.956618755,-0.921501629,-0.798065848,1.832336881,-1.730095561,1.432980435,0.073097501,-0.163253685,-0.62599573,0.572775252,-0.546368295,-0.796520046
645,645,645,,1:54,cut off is 11 o'clock,0,personal,,normal,walking,Yes,buildup,,645,46,0.863988746,1.043257495,-0.885677681,-0.71139126,1.846894132,-1.975944749,1.12128997,-0.575448788,-0.675919912,-0.426168485,0.560756186,-0.074630297,-0.111005358
646,646,646,,1:56,pretty late if you ask me for a kid,0,personal,,normal,standing,Yes,buildup,,646,47,0.76712877,0.883062769,-0.893702599,-0.752711711,1.627737066,-1.990291903,1.405542744,0.179877606,-0.142636625,-0.309823459,0.646039174,-0.480414655,-0.939807176
647,647,647,,1:58,sometimes he'll push it to midnight,0,personal,,serious,standing,Yes,buildup,,647,48,0.826142061,1.060268665,-1.126653141,-0.938698941,1.829280569,-1.858609739,1.224686017,-0.06503928,-0.012911123,-0.608181054,0.358853762,-0.314981964,-0.374155831
648,648,648,,2:00,you know play dumb,0,personal,,serious,standing,Yes,buildup,,648,49,0.713770233,1.237398367,-0.525618106,-0.339917091,1.762152489,-2.003329498,1.284114199,0.112017546,-0.513931523,-0.832905384,0.314452857,-0.625729426,-0.582474661
649,649,649,,2:02,"""oh I didn't know what time it was"" ",1,one man conversation,imitation,serious,standing,No,buildup,,649,50,0.75865261,1.164220712,-0.426585368,-0.267980327,1.918021047,-1.738736512,1.428704032,-0.250206309,-0.855344759,-0.682818235,0.172378977,-0.746712264,-0.473593604
650,650,650,,2:03,"""yeah whatever you're only holding a clock""",1,one man conversation,sarcasm,angry,miming,Yes,punchline,,650,51,0.85025388,1.557828251,-0.530459229,-1.030546569,1.334503817,-1.766141548,1.147972904,-0.214629356,-0.474115824,-1.182942427,0.719243239,-0.113652547,-0.297314592
651,651,651,,2:06,but I get it I used to play dumb too so,1,personal,,normal,standing,Yes,buildup,,651,52,0.810177967,1.228977281,-0.788981416,-0.942457059,1.682305951,-1.964669301,1.261280468,0.006217712,-0.071926251,-0.610623157,0.395489451,-0.528482115,-0.477309532
652,652,652,,2:09,then he'll walk in his room and he'll say,0,personal,,normal,standing,Yes,buildup,,652,53,0.692968775,1.116922679,-0.691665219,-0.672257369,1.961910237,-1.725079453,1.34671874,0.065411637,-0.272688327,-1.052105152,0.099842489,-0.689294314,-0.180684724
653,653,653,,2:10,[yawn] good night Dad,0,one man conversation,imitation,normal,walking,Yes,buildup,,653,54,0.709585491,1.046361876,-0.74085144,-0.646368108,1.69400153,-2.286483128,1.249642667,0.197770532,-0.088870671,-0.514094366,0.254084534,-0.530199398,-0.344579519
654,654,654,,2:13,and he'll close the door,0,personal,,normal,standing,Yes,buildup,,654,55,0.909180055,1.475815639,-0.161995715,-0.251971336,1.535089012,-1.663394305,1.015182364,-0.241930719,-0.879794085,-1.696152739,-0.162655006,0.125250876,-0.00262404
655,655,655,,2:14,and he thinks he's slick he takes a,0,personal,,normal,standing,Yes,buildup,,655,56,0.741970804,0.739502237,-1.244109731,-1.218824439,1.328111735,-2.017287861,1.303022668,0.48783972,0.484406287,-0.441720686,0.598966158,-0.277662849,-0.484214044
656,656,656,,2:17,towel and he starts rolling up the towel,0,personal,,normal,miming,Yes,buildup,,656,57,0.793601206,1.032868118,-0.865146014,-0.798113233,1.843645651,-1.990365811,1.1448907,-0.206315778,-0.41298873,-0.85941379,0.523020015,-0.111137386,-0.094544947
657,657,657,,2:19,and he puts it under the door so that I,0,personal,,normal,miming,Yes,buildup,,657,58,0.783220403,1.077833001,-0.798607792,-0.68524705,1.893362305,-1.961163865,1.276697776,-0.051502907,-0.314058222,-0.766514861,0.284655257,-0.452654877,-0.286019168
658,658,658,,2:22,can't see the light coming from the TV,0,personal,,normal,walking,Yes,buildup,,658,59,0.686929928,0.715268239,-0.995543862,-0.692368304,1.994513257,-1.893545843,1.423826081,0.240387896,0.006216801,-0.688615321,0.044425405,-0.603929419,-0.237564858
659,659,659,,2:24,sounds pretty genius right but hello,0,personal,,normal,standing,Yes,buildup,,659,60,0.909535459,1.312782659,-0.805749533,-1.087107639,1.750757606,-1.712575889,1.035251193,-0.492169833,-0.376258591,-0.841483801,0.634389156,-0.18050994,-0.146860847
660,660,660,,2:27,cover the rest of the stupid door,1,personal,,annoyed,miming,Yes,punchline,,660,61,0.959666805,1.383446421,-0.718702833,-1.01683874,1.748674604,-1.657044262,0.907594018,-0.747457002,-0.42889659,-0.825879807,0.714290789,-0.186524584,-0.13232882
661,661,661,,2:30,he freaking turns on his big ass TV and,1,personal,,annoyed,miming,Yes,buildup,,661,62,0.887019923,1.229350995,-0.730234732,-1.037800125,1.416933218,-2.306044221,0.945020843,-0.189006968,-0.045492489,-0.510838344,0.710985133,-0.171596324,-0.198296909
662,662,662,,2:32,it looks like immigration's breaking into his bedroom,1,sarcasm,cultural reference,annoyed,miming,Yes,punchline,,662,63,0.855478028,1.098256746,-0.903740412,-1.049500483,1.664093965,-2.118415453,1.094644012,-0.139178204,0.099143962,-0.481692277,0.482392729,-0.383904527,-0.217578085
663,663,663,,2:37,and so what happens is he'll stay up,0,personal,,normal,walking,Yes,buildup,,663,64,0.902604727,1.089047855,-0.892551246,-0.934324431,1.84338499,-2.119896596,0.790029891,-0.218270984,0.123214867,-0.487874115,0.546011212,-0.387161255,-0.254214915
664,664,664,,2:39,until two three four o'clock in the,0,personal,,normal,standing,Yes,buildup,,664,65,0.792292091,1.007608367,-0.86142578,-0.694653491,2.045203846,-1.874753909,1.203377404,-0.230394448,-0.189914083,-0.581585826,0.327893719,-0.529189501,-0.414458389
665,665,665,,2:41,morning and he you know he's supposed to,0,personal,,normal,standing,Yes,buildup,,665,66,0.679139344,0.908731546,-1.07210505,-1.090444686,1.723484579,-1.515721468,1.55824756,0.33205195,0.250183384,-0.457903405,0.220899025,-0.950924537,-0.585638242
666,666,666,,2:43,wake up at six his alarm goes off and he,0,personal,,normal,standing,Yes,buildup,,666,67,0.735168701,0.723676789,-1.089393424,-0.725366831,2.312203304,-1.615626648,1.115292289,-0.228764696,-0.087249512,-0.770877266,0.334515227,-0.418363821,-0.285214114
667,667,667,,2:45,sleeps through the alarm,0,personal,,normal,walking,Yes,buildup,,667,68,0.740733571,0.78964014,-1.056387756,-0.760427817,2.182939376,-1.649112987,1.332799687,-0.308193599,-0.287003845,-0.483259311,0.291138094,-0.57313925,-0.219726304
668,668,668,,2:47,and it's a real alarm alarm it's not a radio it's,0,personal,,normal,walking,Yes,buildup,,668,69,0.834796902,1.250320755,-0.665524369,-0.681413498,2.114477608,-1.520128653,1.047718529,-0.653405573,-0.493695448,-0.806586851,0.442945745,-0.604410152,-0.265094996
669,669,669,,2:50,"freaking ""ehh ehh ehh ehh""",1,imitation,,normal,miming,Yes,buildup,,669,70,1.029787095,1.478059254,-0.250241561,-1.139635833,0.08723167,-2.447353413,1.360798773,0.275188748,-0.085023729,-0.575796123,0.34041958,-0.112501314,0.039066854
670,670,670,,2:52,whole house awake. Him? [snoring],1,personal,,normal,miming,Yes,buildup,,670,71,0.900816779,1.366910626,-0.672394325,-1.138633252,1.249859724,-2.017034087,1.359868287,-0.2070693,-0.44832186,-0.531670186,0.647094286,-0.345913403,-0.16351329
671,671,671,,2:57,and it's right here so I gotta get out,1,personal,,normal,miming,Yes,buildup,,671,72,0.826280668,1.090362345,-0.795280997,-0.991694178,1.313516929,-2.239732128,1.441364879,0.241577044,-0.161089551,-0.672643881,0.304282383,-0.170398496,-0.186545017
672,672,672,,2:59,of bed and I go over to his room and I,0,personal,,normal,walking,Yes,buildup,,672,73,0.72533323,1.111696094,-0.664003836,-0.646740361,1.828804346,-2.068642968,1.294759154,0.183130902,-0.129060432,-0.851101789,-0.103645798,-0.516004425,-0.164524116
673,673,673,,3:01,open the door and I kick the stupid towel out of the way,1,personal,,normal,miming,Yes,buildup,,673,74,0.858932499,1.168562741,-0.645407375,-0.695807611,1.690197438,-2.132119444,1.201885309,-0.044046209,-0.363224222,-0.845483415,0.373279041,-0.276193752,-0.290575001
674,674,674,,3:04,"and then I walk over you know ""ehh ehh ehh ehh""",1,personal,,annoyed,miming,Yes,buildup,,674,75,0.909737898,1.28463252,-0.584990334,-1.044078226,0.819046708,-2.455641758,1.295531088,0.129646882,-0.296919411,-0.300952487,0.654728451,-0.175345303,-0.23539603
675,675,675,,3:11,"and I yell ""Frankie. Frankie!""",1,one man conversation,personal,annoyed,standing,Yes,buildup,,675,76,0.957187797,1.461110667,-0.526864607,-1.026254421,1.117114934,-2.266805193,1.201741272,0.281157274,0.033646452,-0.488657124,0.18766469,-0.46901131,-0.462030431
676,676,676,,3:13,nothing so I shake him,0,personal,,normal,standing,No,buildup,,676,77,0.92645283,1.301278873,-0.731832118,-1.06336428,1.260476569,-1.993878117,1.312523379,0.45798928,0.112798233,-0.997740194,0.134567295,-0.370135034,-0.349136715
677,677,677,,3:16,"""Frankie wake up!""",1,one man conversation,personal,annoyed,miming,Yes,buildup,,677,78,0.791032842,1.138931927,-0.927695812,-1.252613982,1.226387224,-1.881297824,1.505642019,0.281072374,-0.056483023,-1.079896105,0.215155794,-0.124555503,0.16432007
678,678,678,,3:17,you know what happens when I shake my son in the morning?,0,personal,,normal,standing,No,buildup,,678,79,0.818043974,1.050385985,-0.797522097,-0.733961132,1.640840565,-2.060153914,1.394097686,0.160190644,-0.234511488,-0.658323602,0.39112494,-0.617340477,-0.352871086
679,679,679,,3:20,it makes him eat in his sleep,1,sarcasm,unexpected,serious,crouching,No,punchline,,679,80,0.673323328,0.697488822,-1.227617365,-0.937454115,1.715633692,-1.816786378,1.566717975,0.29900976,0.202749231,-0.230138922,0.260009939,-0.579640762,-0.623295206
680,680,680,,3:23,that's what happens I shake him and he does this,0,personal,,normal,standing,Yes,buildup,,680,81,0.90826372,1.172638299,-0.777928944,-0.927201744,1.619636565,-2.197142956,0.977658965,-0.294550657,-0.357861308,-0.508468625,0.647345214,-0.161012462,-0.101376066
681,681,681,,3:24,"""Om nom nom nom""",1,imitation,,serious,miming,No,punchline,,681,82,0.939181206,1.69361743,-0.571466342,-1.157291356,1.318793938,-1.87525571,0.732396681,-0.264969499,-0.005047035,-1.106988995,0.65587673,-0.154160463,-0.204686585
682,682,682,,3:36,so you know what I do I get on top of,0,personal,,normal,standing,Yes,buildup,,682,83,0.867254108,1.323924739,-0.768933527,-0.948855559,1.559723763,-1.925781609,1.308121763,0.036350599,-0.161971785,-0.837462344,0.334702514,-0.405484603,-0.38158806
683,683,683,,3:38,the bed and I slowly lay on top of him,0,personal,,normal,miming,Yes,buildup,,683,84,0.84282832,1.257043847,-0.878168538,-1.022219245,1.91789466,-1.647165219,1.129641553,-0.403707623,-0.071220036,-0.680307726,0.421071477,-0.579343195,-0.286348276
684,684,684,,3:41,and I apply my full weight bro all of it,1,personal,,normal,miming,Yes,buildup,,684,85,0.840914437,1.185465428,-0.63253523,-0.593604901,1.831658736,-2.043507573,1.238662354,0.02268462,-0.174551724,-0.784461439,-0.090348968,-0.618200983,-0.182174757
685,685,685,,3:44,slowly and you could hear him,0,personal,,normal,standing,No,buildup,,685,86,0.871995599,1.167572413,-0.706860477,-0.830305799,1.255659997,-2.188075115,1.356392281,0.504664887,0.172277421,-0.558709398,0.240320454,-0.601341992,-0.683590273
686,686,686,,3:48,[groaning],1,one man conversation,imitation,angry,miming,No,buildup,,686,87,0.948501341,1.054703755,-0.254411235,-0.196257538,1.334066162,-2.675460511,1.02403431,0.257212805,-0.222040925,-0.076057314,0.015514008,-0.754794831,-0.455010029
687,687,687,,3:50,"""oh God oh God you're too big you're too big!""",1,one man conversation,imitation,angry,miming,No,buildup,,687,88,0.936594667,1.076724059,-0.482796136,-0.363682195,1.618963467,-2.604383122,0.879211026,-0.042671125,-0.127256288,-0.067240122,-0.002294124,-0.585986083,-0.235184023
688,688,688,,3:56,"and then I whisper in his ear ""that's what your mom said""",1,one man conversation,personal,normal,crouching,No,punchline,,688,89,0.770273782,1.14141681,-0.815139317,-0.99232558,1.532901166,-2.348677849,0.888868053,0.01017539,0.118408602,-0.422748142,0.664770698,-0.356585697,-0.191337915
689,689,689,https://www.youtube.com/watch?v=Vxe0gM29ms0&ab_channel=NetflixIsAJoke,0:00,"- All my friend's was ho, they was for the team.",0,personal,,normal,walking,No,buildup,,689,0,0.896308971,1.241424858,-0.623635627,-0.845124294,1.870786955,-1.81181804,1.023484153,-0.87821661,0.243730627,-0.321209234,0.238992517,-0.830412324,-0.204311952
690,690,690,,0:02,"I had this one homegirl, her name was Milaika.",0,personal,,normal,walking,No,buildup,,690,1,0.796216979,1.117549776,-0.696385532,-0.537156297,2.088993621,-1.564815534,1.290982069,-1.101395929,0.068887462,-0.14128972,-0.313056075,-0.604520197,-0.404010623
691,691,691,,0:05,"And she would say her name, ""Ooh, Mee-li-ka.""",0,imitation,personal,amused,miming,Yes,buildup,,691,2,0.74726085,0.809288614,-1.093484704,-0.925212858,1.890804292,-1.603279432,1.663196993,-0.301122745,0.321757634,-0.299384144,-0.231646675,-0.548861913,-0.429315912
692,692,692,,0:07,"I be like, ""That's not your fucking name.""",1,imitation,unexpected,angry,standing,Yes,punchline,,692,3,0.965911587,1.217093432,-0.571992885,-1.080794339,1.690929743,-1.816110362,1.022772102,-1.226754761,0.259343624,-0.287427014,0.12079925,-0.442096537,0.148326161
693,693,693,,0:11,But she always got us free shit.,1,personal,,normal,walking,No,buildup,,693,4,0.961147553,1.047851515,-0.9302441,-1.170306469,1.703957827,-1.822755937,1.132327416,-0.946025409,0.342240117,-0.138708678,0.251163482,-0.370259591,-0.060387726
694,694,694,,0:13,You know what I'm sayin'?,0,audience,,normal,walking,No,buildup,,694,5,0.843366626,1.020664438,-0.887082874,-0.80450312,1.8958857,-1.523563146,1.113977584,-0.665723475,0.659402163,0.243194708,-0.042387953,-0.933358913,-0.919871738
695,695,695,,0:14,She got us some tickets to the after-party for the Grammys.,0,personal,,normal,standing,No,buildup,,695,6,0.841662116,0.965959281,-0.940697328,-0.856054122,1.912836354,-1.834027437,1.18552863,-0.699942611,0.492754545,0.003031675,-0.011637572,-0.626298436,-0.433115094
696,696,696,,0:17,"I was like, ""Yeah.""",0,personal,,normal,walking,No,buildup,,696,7,0.731778903,0.653262255,-1.262991454,-0.881335321,2.074388962,-1.487078027,1.432891121,-0.888967165,0.113688205,0.180640945,0.05088753,-0.394702854,-0.3224631
697,697,697,,0:18,"Now, let me just say this first,",0,personal,,normal,walking,No,buildup,,697,8,0.789469159,0.858038741,-1.029136868,-0.811079882,1.821843556,-1.56850955,1.523531564,-0.534708286,0.386441138,0.259824084,-0.074118916,-0.813395129,-0.808199612
698,698,698,,0:21,"I'm 52, so there was different stars back then.",1,personal,,angry,turning,Yes,punchline,,698,9,1.026095248,1.064258871,-0.712534429,-1.050587515,1.613243263,-2.088835326,1.041453784,-0.988642056,0.272365236,-0.244277969,0.151721389,-0.128131339,0.043870842
699,699,699,,0:33,LL Cool J was there. (audience cheers),0,pop reference,,normal,standing,No,buildup,,699,10,1.090834517,1.366840391,-0.283459553,-0.956452686,1.561201759,-1.932135941,0.94361489,-1.119986412,0.260548256,-0.400952163,0.11115579,-0.624594112,-0.016614737
700,700,700,,0:37,"Yup, that's when he was a rapper.",1,pop reference,unexpected,normal,standing,No,punchline,,700,11,0.976007597,1.28536918,-0.326455455,-1.009881272,1.5625308,-2.071703633,0.755871477,-1.159648671,0.223445262,-0.496921823,0.357937997,-0.356153085,0.259601626
701,701,701,,0:43,Tevin Campbell was there.,1,pop reference,,laughing,crouching,Yes,buildup,,701,12,1.049879289,1.351294525,-0.273441853,-1.131526642,1.509273708,-1.937830883,0.776097689,-1.109070367,0.330946621,-0.554708986,0.369711644,-0.525589282,0.144964537
702,702,702,,0:50,"White people are like,",0,stereotype,,normal,walking,No,buildup,,702,13,1.015732356,1.29439661,-0.29923791,-1.225490346,1.267830864,-2.127040573,0.710272474,-1.090014544,0.307752922,-0.430463742,0.545599392,-0.371308251,0.401970746
703,703,703,,0:51,"""Who the fuck is Tevin Campbell, bitch?""",1,imitation,stereotype,annoyed,walking,No,punchline,,703,14,0.971201072,1.133038834,-0.470621122,-0.938683567,1.757520505,-2.090698556,0.757753463,-1.063022721,0.343739212,-0.348998047,0.304097585,-0.412943866,0.05761721
704,704,704,,0:58,"But black people are like,",0,stereotype,,normal,standing,No,buildup,,704,15,0.925088575,1.268168427,-0.252520277,-0.975691799,1.703777045,-2.037319879,0.538391766,-1.119445268,0.412320282,-0.407981433,0.446632005,-0.612662303,0.11124286
705,705,705,,1:00,♪ Can we talk for a minute ♪,1,imitation,stereotype,amused,singing,Yes,punchline,,705,16,1.048987521,1.284766183,-0.424874803,-1.168212119,1.580171418,-1.694478082,0.456511436,-1.435434804,0.088365001,-0.426118609,0.675258148,-0.451391685,0.466450396
706,706,706,,1:05,"♪ Girl, I want to know your name ♪",1,imitation,stereotype,amused,singing,Yes,punchline,,706,17,1.012219517,1.213122375,-0.388307232,-1.19085658,1.644399438,-1.747200925,0.621918327,-1.324247139,0.285284945,-0.411230215,0.575275441,-0.600189567,0.309811614
707,707,707,,1:12,♪ Can we talk for a minute ♪,1,imitation,stereotype,amused,singing,Yes,punchline,,707,18,1.084995768,1.277998134,-0.173361249,-1.341890622,1.43987775,-1.763686562,0.484743187,-1.180073465,0.308338545,-0.841363166,0.566594819,-0.386004352,0.523831213
708,708,708,,1:17,- Yeah! (laughs),1,personal,,laughing,crouching,No,buildup,,708,19,1.176994236,1.207733556,-0.343576116,-1.229691686,1.187075913,-2.192212418,0.557838188,-1.124544941,0.407706068,-0.254344678,0.472221732,-0.301486361,0.436286508
709,709,709,,1:22,Got some old black mother fuckers in the house.,1,audience,,laughing,crouching,No,buildup,,709,20,1.169856769,1.092405691,-0.392898508,-0.924262791,1.457708142,-2.344987591,0.675825481,-1.052017864,0.31839972,-0.238638738,0.235157751,-0.117564741,0.121016679
710,710,710,,1:29,"White people like, ""We still don't know that shit.""",1,imitation,stereotype,angry,walking,No,punchline,,710,21,1.11720059,1.1356624,-0.446835561,-0.976921388,1.603267016,-2.119627957,0.775795511,-1.06351428,0.251246222,-0.308678287,0.44442456,-0.394539703,-0.017479123
711,711,711,,1:34,"""Sing some Bon Jovi, bitch.""",1,imitation,stereotype,angry,walking,No,punchline,,711,22,1.035269233,1.248948391,-0.290775148,-1.113131522,1.543552632,-2.053758552,0.651198875,-1.05526319,0.35542982,-0.595868274,0.433010111,-0.414826837,0.256214462
712,712,712,,1:41,"But that's the only song he had out anyway, white people.",1,pop reference,,sad,walking,No,punchline,,712,23,0.994260763,1.274133936,-0.300564833,-1.011253309,1.515200755,-2.153333267,0.82069073,-1.017202117,0.316098899,-0.413673772,0.353936227,-0.477483899,0.099189887
713,713,713,,1:48,And I was in my best ho attire.,1,personal,,amused,walking,Yes,buildup,,713,24,0.932245432,1.097175725,-0.562075653,-0.953294302,1.826192654,-1.960477547,0.913496367,-1.099463532,0.299915609,-0.316024802,0.248200939,-0.476157381,0.050266491
